group,EU SWEDEN
ext,TR: ATV EU,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99054
ext,TR: EURO D EU,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99055
ext,TR: EURO STAR EU,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99056
ext,TR: KANAL 7 EU,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99057
ext,TR: TV 8 INT EU,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99058
ext,TR: SHOW TURK EU,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99059
TGRTHaber.tr,TR: TGRT EU,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99060
ext,TR: KANAL AVRUPA EU,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99061
ext,===== TR DGER =====,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99062
ext,TR: DIYANET TV UHD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99063
ext,TR: TRT TURK UHD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99064
ext,TR: TRT AVAZ UHD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99065
ext,TR: BENGU TURK,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99066
ext,TR: CEM TV,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99067
ext,TR: KON TV KONYA,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99069
ext,TR: KANAL 42 KONYA,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99070
ext,TR: UCAN KUS TV,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99071
MeltemTv.tr,TR: MELTEM TV,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99072
ext,TR: TV 4 UHD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99073
ext,TR: TV 5,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99074
ext,TR: AKILLI TV,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99075
ext,TR: ARTI TV,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99076
ext,TR: KUDUS TV,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99077
ext,TR: MILYON TV,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99078
ext,TR: TV KAYSERI,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99079
ext,TR: TV 1 KAYSERI,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99080
ext,TR: ALTAS TV ORDU,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99081
ext,TR: CAY TV RIZE,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99082
ext,TR: CIFTCI TV,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99083
ext,TR: DRT DENIZLI TV,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99084
ext,TR: REHBER TV,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99085
ext,TR: KANAL FIRAT ELAZIG,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99086
ext,TR: KANAL URFA,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99087
ext,TR: PAMUKKALE TV,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99088
ext,TR: KANAL 3 ISPARTA HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99089
ext,TR: KANAL V ANTALYA,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99090
ext,TR: KOZA TV ADANA,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99091
ext,TR: VIZYON 58 SIVAS,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99093
ext,TR: TURKMENELI TV UHD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99094
ext,TR: TEK RUMELI TV,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99095
ext,TR: GTV TV SANLIURFA,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99096
ext,TR: KENT TURK TV KAYSERA,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99097
ext,TR: TVDEN AYDIN,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99098
ext,TR: TVO,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99099
ext,TR: KANAL 32 ISPARTA HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99100
ext,TR: BRT 1 UHD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99101
ext,TR: BRT 2 UHD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99102
ext,TR: KIBRIS TV,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99103
ext,TR: KIBRIS TV ADA,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99104
ext,TR: KANAL T KIBRIS,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99106
ext,TR: KIBRIS GENC TV,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99107
ext,TR: LALEGUL TV,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99108
ext,TR: SEMERKAND TV UHD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99109
ext,TR: DOST TV,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99110
ext,TR: AL QURAN TV,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99111
ext,TR: KABE TV UHD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99112
ext,TR:  SRT SIVAS,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99114
ext,TR: AVA TV UHD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99115
ext,===== TR FILMLER =====,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99116
ext,TR: MOVIE PREMIUM HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99117
ext,TR: MOVIE PREMIUM 2 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99118
ext,TR: MOVIE PLATIN HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99119
ext,TR: MOVIE PLATIN 2 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99120
ext,TR: MOVIE FAMILY HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99121
ext,TR: MOVIE CLASSIC HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99124
ext,TR: MOVIE ACTION HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99125
ext,TR: MOVIE TURK HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99126
DiziPremiumHD.tr,TR: DiZi PREMIUM HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99127
ext,TR: DIZISMART MAX HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99128
FX.tr,TR: FX HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99129
ext,===== TR BEIN MOVIES =====,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99133
ext,TR: BEIN MOVIES ACTION HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99134
ext,TR: BEIN MOVIES ACTION 2 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99135
ext,TR: BEIN MOVIES FAMILY HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99136
ext,TR: BEIN MOVIES PREMIER HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99137
ext,TR: BEIN MOVIES PREMIER 2 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99138
ext,TR: BEIN MOVIES STARS HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99139
ext,TR: BEIN MOVIES TURK HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99140
ext,TR: BEIN SERIES COMEDY HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99141
ext,TR: BEIN SERIES DRAMA HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99142
ext,TR: BEIN SERIES SCI-FI HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99143
ext,TR: BEIN SERIES VICE HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99144
ext,TR: BEIN BOX OFFICE 1 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99145
ext,TR: BEIN BOX OFFICE 2 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99146
ext,TR: BEIN BOX OFFICE 3 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99147
ext,===== JUMBO MOVIES =====,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116232
ext,TR: JUMBOTV MACERA HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116233
ext,TR: JUMBOTV KORKU HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116234
ext,TR: JUMBOTV KOMEDI HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116235
ext,TR: JUMBOTV GERILIM HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116236
ext,TR: JUMBOTV FANTASTIK HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116237
ext,TR: JUMBOTV DRAM HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116238
ext,TR: JUMBOTV COCUK HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116239
ext,TR: JUMBOTV BIYOGRAFI HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116240
ext,TR: JUMBOTV BILIM-KURGU HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116241
ext,TR: JUMBOTV AKSIYON HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116242
ext,TR: JUMBOTV TURK HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116243
ext,TR: JUMBOTV YESILCAM HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116244
ext,TR: JUMBOTV SAVAS HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116245
ext,TR: JUMBOTV SPOR HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116246
ext,TR: JUMBOTV WESTERN HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116247
ext,===== TR LOCA MOVIES =====,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99148
ext,TR: LOCA 1 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116248
ext,TR: LOCA 2 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116249
ext,TR: LOCA 3 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116250
ext,TR: MEDOTV MIX 1,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116251
ext,TR: MEDOTV MIX 2,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116252
ext,TR: MEDOTV MIX 3,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116253
ext,TR: MEDOTV MIX 4,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116254
ext,TR: MEDOTV MIX 5,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116255
ext,TR: MEDOTV MIX 6,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116256
ext,TR: MEDOTV MIX 7,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116257
ext,TR: MEDOTV MIX 10,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116258
ext,TR: MEDOTV KORKU 1,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116259
ext,TR: MEDOTV KOMEDI 1,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116260
ext,TR: MEDOTV DRAMA 1,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116261
ext,TR: MEDOTV WESTERN,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116262
ext,TR: MEDOTV BILIMKURGU 1,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116263
ext,TR: MEDOTV ANIMASYON 1,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116264
ext,TR: MEDOTV AKSIYON 1,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116265
ext,TR: MEDOTV AKSIYON 2,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116266
ext,TR: MEDOTV AKSIYON 3,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116267
ext,TR: MEDOTV AKSIYON 4,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116268
ext,TR: MEDOTV TURK SINEMA 1,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116269
ext,TR: MEDOTV TURK SINEMA 2,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116270
ext,TR: MEDOTV TURK SINEMA 3,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116271
ext,TR: MEDOTV TURK SINEMA 4,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116272
ext,TR: MEDOTV TURK SINEMA 5,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116273
ext,TR: YESIL SINEMA TV,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116274
ext,TR: ENO TURK 1,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116275
ext,TR: METROPOL NETFLIX,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99150
ext,TR: METROPOL KUKULI,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99151
ext,TR: METROPOL KARE,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99152
ext,TR: METROPOL AKILLI TAVSAN MOMO,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99154
ext,TR: ELIT YESILCAM   3 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99155
ext,TR: ELIT SMART TURK HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99156
ext,TR: ELIT SMART PLATIN HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99157
ext,TR: ELIT SMART FEST HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99159
ext,TR: ELIT SMART FAMILY HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99160
ext,TR: ELIT SINEMA YERLI HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99162
ext,TR: ELIT SINEMA YERLI 2 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99163
ext,TR: ELIT SINEMA KOMEDI HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99166
ext,TR: ELIT SINEMA KOMEDI 2 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99167
ext,TR: ELIT SINEMA AKSIYON HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99168
ext,TR: ELIT SINEMA AKSIYON 2 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99169
ext,TR: ELIT SINEMA AILE HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99170
ext,TR: ELIT SINEMA AILE 2 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99171
ext,TR: ELIT POP,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99172
ext,TR: ELIT NILOYA TV,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99173
ext,TR: ELIT NETFLIX 1 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99174
ext,TR: ELIT NETFLIX 2 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99175
ext,TR: ELIT NETFLIX 3 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99176
ext,TR: ELIT MOVIES PREMIER HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99177
ext,TR: ELIT MOVIES PREMIER 2 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99178
ext,TR: ELIT MOVIES FESTIVAL HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99179
ext,TR: ELIT MOVIES FAMILIY HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99180
ext,TR: ELIT MASA ILE KOCA AYI,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99181
ext,TR: ELIT KEMAL SUNAL,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99182
ext,TR: ELIT HD COCUK,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99183
ext,TR: ELIT HD ANIMASYON 3,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99184
ext,TR: ELIT HD ANIMASYON 2,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99185
ext,TR: ELIT HD ANIMASYON 1,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99186
ext,TR: ELIT ARABESK,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99190
ext,TR: ELIT ANKARA  HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99191
ext,TR: ELIT AKILLI TAVSAN MOMO,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99192
ext,TR: BOSS MOVIES 1 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116276
ext,TR: BOSS MOVIES 2 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116277
ext,TR: BOSS MOVIES 3 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116278
ext,TR: BOSS MOVIES 4 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116279
ext,TR: BOSS MOVIES 5 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116280
ext,TR: BOSS MOVIES 6 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116281
ext,TR: BOSS MOVIES 7 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116282
ext,TR: BOSS MOVIES 8 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116283
ext,TR: BOSS MOVIES 9 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116284
ext,TR: BOSS MOVIES 10 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116285
ext,TR: BOSS MOVIES KEMAL SUNAL,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116286
ext,TR: ENO ANIMASYON,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116287
ext,TR: ENO WESTERN,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116288
ext,TR: ENO VIZYON 1,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116289
ext,TR: ENO VIZYON 2,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116290
ext,TR: ENO VIZYON 3,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116291
ext,TR: ENO VIZYON 4,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116292
ext,TR: ENO VIZYON 5,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116293
ext,TR: ENO VIZYON 6,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116294
ext,TR: ENO VIZYON 7,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116295
ext,TR: ENO VIZYON 8,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116296
ext,TR: ENO VIZYON 9,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116297
ext,TR: ENO VIZYON 10,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116298
ext,TR: ENO VIZYON 11,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116299
ext,TR: ENO VIZYON 12,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116300
ext,TR: ENO VIZYON 13,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116301
ext,TR: ENO VIZYON 14,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116302
ext,TR: ENO VIZYON 15,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116303
ext,===== TR BLACK MOVIES =====,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99193
ext,TR: BLACK TV 4K HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99194
ext,TR: BLACK TV ACTION HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99195
ext,TR: BLACK TV COMEDY HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99198
ext,TR: BLACK TV LOVE HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99199
ext,TR: BLACK TV OSCAR HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99200
ext,TR: BLACK TV PREMIER HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99201
ext,TR: BLACK TV TURK HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99202
ext,TR: BLACK TV VIZYON HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99203
ext,TR: BLACK TV VIZYON 2 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99204
ext,TR: BLACK TV DOCUMENTARY HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99205
ext,TR: BLACK TV DRAMA HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99206
ext,TR: BLACK TV HORROR HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99207
ext,TR: BLACK TV WEST HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99208
ext,===== TR SINEMA MOVIE =====,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99209
ext,TR: SINEMA TV YERLI HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99210
ext,TR: SINEMA TV YERLI 2 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99211
ext,TR: SINEMA TV KOMEDI HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99212
ext,TR: SINEMA TV KOMEDI 2 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99213
ext,TR: SINEMA TV HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99214
ext,TR: SINEMA TV AILE HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99216
ext,TR: SINEMA TV AILE 2 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99217
ext,TR: SINEMA TV ACTION HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/99218
ext,TR: BLUMAX HD KEMAL SUNAL 1 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116304
ext,TR-4K: BLUMAX HD KEMAL SUNAL 1,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116305
ext,TR: BLUMAX  HD KEMAL SUNAL 2 HD,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116306
ext,TR-4K: BLUMAX HD KEMAL SUNAL 2,http://mitvpro.online:25461/BBwJkdxLhDMRLcb/beaowBGKyshcMER/116307
